EM12384,1132, 1130, 1124, 1131,1647
7122 records,EC-5 Soil Moisture,EC-5 Soil Moisture,10HS Soil Moisture,EC-5 Soil Moisture,EC-5 Soil Moisture
Measurement Time,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC,m³/m³ VWC
10/22/2020 4:00 PM,0.107,#N/A,0.261,0.650,0.161
10/22/2020 5:00 PM,0.106,0.228,0.259,0.202,0.159
10/22/2020 6:00 PM,0.102,0.227,0.259,0.201,0.159
10/22/2020 7:00 PM,0.107,0.228,0.259,0.202,0.159
10/22/2020 8:00 PM,0.106,0.224,0.259,0.204,0.158
10/22/2020 9:00 PM,0.105,0.224,0.259,0.207,0.158
10/22/2020 10:00 PM,0.105,0.227,0.258,0.202,0.157
10/22/2020 11:00 PM,0.103,0.226,0.258,0.202,0.157
10/23/2020 12:00 AM,0.100,0.225,0.258,0.202,0.156
10/23/2020 1:00 AM,0.098,0.225,0.257,0.201,0.156
10/23/2020 2:00 AM,0.098,0.225,0.257,0.201,0.156
10/23/2020 3:00 AM,0.097,0.223,0.257,0.201,0.155
10/23/2020 4:00 AM,0.096,0.220,0.256,0.200,0.155
10/23/2020 5:00 AM,0.096,0.220,0.256,0.198,0.154
10/23/2020 6:00 AM,0.096,0.220,0.256,0.197,0.154
10/23/2020 7:00 AM,0.096,0.219,0.256,0.198,0.154
10/23/2020 8:00 AM,0.096,0.219,0.256,0.198,0.154
10/23/2020 9:00 AM,0.096,0.222,0.256,0.199,0.154
10/23/2020 10:00 AM,0.096,0.227,0.256,0.198,0.154
10/23/2020 11:00 AM,0.096,0.226,0.256,0.197,0.155
10/23/2020 12:00 PM,0.098,0.227,0.257,0.197,0.155
10/23/2020 1:00 PM,0.105,0.227,0.257,0.196,0.156
10/23/2020 2:00 PM,0.107,0.225,0.257,0.197,0.156
10/23/2020 3:00 PM,0.104,0.223,0.258,0.197,0.156
10/23/2020 4:00 PM,0.100,0.224,0.258,0.198,0.156
10/23/2020 5:00 PM,0.100,0.232,0.258,0.199,0.157
10/23/2020 6:00 PM,0.101,0.259,0.258,0.199,0.157
10/23/2020 7:00 PM,0.103,0.221,0.258,0.200,0.157
10/23/2020 8:00 PM,0.100,0.220,0.258,0.202,0.157
10/23/2020 9:00 PM,0.100,0.223,0.258,0.202,0.157
10/23/2020 10:00 PM,0.098,0.226,0.258,0.202,0.156
10/23/2020 11:00 PM,0.096,0.227,0.257,0.203,0.156
10/24/2020 12:00 AM,0.096,0.226,0.257,0.203,0.156
10/24/2020 1:00 AM,0.096,0.225,0.257,0.202,0.156
10/24/2020 2:00 AM,0.096,0.224,0.256,0.202,0.155
10/24/2020 3:00 AM,0.095,0.223,0.256,0.202,0.154
10/24/2020 4:00 AM,0.094,0.223,0.256,0.202,0.154
10/24/2020 5:00 AM,0.094,0.221,0.256,0.202,0.154
10/24/2020 6:00 AM,0.094,0.218,0.256,0.202,0.154
10/24/2020 7:00 AM,0.094,0.217,0.256,0.202,0.154
10/24/2020 8:00 AM,0.094,0.219,0.256,0.202,0.154
10/24/2020 9:00 AM,0.094,0.224,0.256,0.202,0.154
10/24/2020 10:00 AM,0.094,0.229,0.256,0.202,0.154
10/24/2020 11:00 AM,0.094,0.221,0.256,0.201,0.154
